Name,Age,Gender,Country,State,City,Parent Occupation,Earning Class,Course Level,Assessment Score,Time per Day,IQ,Memory Power,Concentration,student_level,num_examples,break_interval,num_test_questions,course_duration,course_name,material_name,material_level
Lindsay,11,F,Canada,Quebec,Montreal,Clerk,Lower Middle,1,39,3,91,5,4,1,7,30,15,25,Basic_Python,Python_material,1
Amy,12,M,UK,England,Manchester,Farmer,Upper Middle,2,63,5,106,4,3,2,7,30,15,20,Intermediate_Python,Python_material,1
Adam,8,M,USA,California,Los Angeles,Clerk,Low,1,47,3,105,6,7,1,7,40,15,25,Basic_Python,Python_material,1
Jennifer,18,M,UK,England,Manchester,Engineer,Lower Middle,1,38,5,95,5,5,1,7,30,15,25,Basic_Python,Python_material,1
Ricardo,11,M,UK,Scotland,Edinburgh,Teacher,Upper Middle,2,51,2,102,7,6,2,5,30,15,20,Intermediate_Python,Python_material,1
Bailey,15,F,India,Maharashtra,Mumbai,Clerk,High,1,40,3,93,7,6,1,5,30,15,25,Basic_Python,Python_material,1
Amy,15,M,India,Delhi,New Delhi,Doctor,Low,2,51,2,102,7,6,2,5,30,15,20,Intermediate_Python,Python_material,1
Julie,12,M,India,Delhi,New Delhi,Businessperson,High,3,89,7,128,7,8,3,3,40,10,15,Learn_Good_Python,Python_material,1
Logan,16,F,UK,Scotland,Glasgow,IT Professional,High,1,41,5,101,4,5,1,7,30,15,25,Basic_Python,Python_material,1
Jason,12,F,Canada,Ontario,Ottawa,Businessperson,Upper Middle,2,55,3,105,4,3,2,7,30,15,20,Intermediate_Python,Python_material,1
Kelly,10,M,UK,England,Manchester,Doctor,Low,1,46,1,94,5,6,1,7,30,15,25,Basic_Python,Python_material,1
Scott,13,M,Canada,Ontario,Toronto,Doctor,High,2,57,8,110,8,8,2,5,40,15,20,Intermediate_Python,Python_material,1
Ethan,10,M,USA,California,San Francisco,IT Professional,Lower Middle,1,40,6,93,4,5,1,7,30,15,25,Basic_Python,Python_material,1
Joseph,17,M,USA,New York,Buffalo,Doctor,Low,1,40,5,85,4,5,1,7,30,15,25,Basic_Python,Python_material,1
Melissa,17,M,UK,England,Manchester,Farmer,High,3,90,7,134,8,7,3,3,40,10,15,Learn_Good_Python,Python_material,1
Lauren,15,M,India,Tamil Nadu,Chennai,IT Professional,Upper Middle,3,89,2,125,6,6,3,5,30,10,15,Learn_Good_Python,Python_material,1
Jeffrey,18,M,Canada,Quebec,Quebec City,Teacher,Lower Middle,1,50,1,97,4,4,1,7,30,15,25,Basic_Python,Python_material,1
Clifford,15,M,UK,England,Manchester,Engineer,Low,1,50,6,105,6,7,1,7,40,15,25,Basic_Python,Python_material,1
Sabrina,15,F,USA,New York,New York City,Doctor,High,2,56,3,97,4,4,2,7,30,15,20,Intermediate_Python,Python_material,1
Vicki,10,M,UK,Scotland,Glasgow,Farmer,Upper Middle,1,36,3,89,4,5,1,7,30,15,25,Basic_Python,Python_material,1
Audrey,16,M,India,Maharashtra,Pune,IT Professional,Low,1,46,1,101,4,5,1,7,30,15,25,Basic_Python,Python_material,1
Albert,9,M,USA,Texas,Dallas,IT Professional,Upper Middle,1,34,3,85,4,3,1,7,30,15,25,Basic_Python,Python_material,1
Jack,15,M,USA,New York,New York City,Teacher,Lower Middle,1,29,5,88,3,4,1,7,30,15,25,Basic_Python,Python_material,1
Carolyn,10,F,India,Delhi,New Delhi,Clerk,Low,2,64,3,105,6,6,2,7,30,15,20,Intermediate_Python,Python_material,1
Christopher,11,M,India,Maharashtra,Pune,Laborer,Lower Middle,1,37,5,92,5,5,1,7,30,15,25,Basic_Python,Python_material,1
Amanda,14,F,India,Tamil Nadu,Chennai,Doctor,Lower Middle,1,46,5,90,5,4,1,7,30,15,25,Basic_Python,Python_material,1
Jonathan,8,F,USA,California,San Francisco,Clerk,Low,3,82,4,112,7,8,3,5,40,12,15,Learn_Good_Python,Python_material,1
Cynthia,17,M,USA,California,San Francisco,Teacher,Low,2,58,2,107,6,7,2,7,40,15,20,Intermediate_Python,Python_material,1
Derrick,11,F,USA,California,San Francisco,IT Professional,Upper Middle,2,66,2,106,7,8,2,5,40,12,20,Intermediate_Python,Python_material,1
Jennifer,18,M,Canada,Ontario,Toronto,Laborer,High,1,37,1,86,3,2,1,7,30,15,25,Basic_Python,Python_material,1
Adam,10,F,UK,Scotland,Glasgow,Businessperson,Upper Middle,1,46,5,91,7,6,1,5,30,15,25,Basic_Python,Python_material,1
Todd,17,M,UK,Scotland,Edinburgh,Businessperson,Low,1,37,4,92,6,5,1,7,30,15,25,Basic_Python,Python_material,1
Tonya,14,F,USA,Texas,Dallas,Laborer,Lower Middle,1,42,3,98,4,4,1,7,30,15,25,Basic_Python,Python_material,1
Seth,9,F,India,Tamil Nadu,Coimbatore,Laborer,Lower Middle,1,46,6,91,7,8,1,5,40,15,25,Basic_Python,Python_material,1
Margaret,10,M,Canada,Quebec,Montreal,Laborer,High,2,72,7,121,6,5,2,5,30,12,20,Intermediate_Python,Python_material,1
Alexander,14,F,Canada,Ontario,Ottawa,Clerk,Upper Middle,1,34,2,92,4,3,1,7,30,15,25,Basic_Python,Python_material,1
Dawn,9,F,Canada,Quebec,Quebec City,Clerk,High,1,39,3,87,4,5,1,7,30,15,25,Basic_Python,Python_material,1
Ann,14,M,UK,England,London,Laborer,Low,3,80,4,119,9,8,3,3,40,12,15,Learn_Good_Python,Python_material,1
Beth,16,F,Canada,Ontario,Toronto,Engineer,High,2,51,5,94,6,6,2,7,30,15,20,Intermediate_Python,Python_material,1
Jose,17,M,UK,England,London,IT Professional,High,2,52,8,92,5,4,2,7,30,15,20,Intermediate_Python,Python_material,1
Marissa,8,F,USA,Texas,Houston,Laborer,Lower Middle,1,39,6,99,6,7,1,7,40,15,25,Basic_Python,Python_material,1
Brandon,12,M,Canada,Ontario,Ottawa,Clerk,Low,1,43,4,88,3,4,1,7,30,15,25,Basic_Python,Python_material,1
Melissa,10,M,USA,California,San Francisco,Engineer,Upper Middle,2,55,8,104,4,4,2,7,30,15,20,Intermediate_Python,Python_material,1
Sarah,10,M,UK,England,Manchester,Laborer,High,2,55,7,101,7,7,2,5,40,15,20,Intermediate_Python,Python_material,1
Hayley,8,M,Canada,Quebec,Montreal,Laborer,Upper Middle,1,42,3,101,4,3,1,7,30,15,25,Basic_Python,Python_material,1
Debra,11,M,USA,Texas,Dallas,Doctor,High,1,47,3,100,4,4,1,7,30,15,25,Basic_Python,Python_material,1
Natalie,18,M,UK,England,Manchester,Laborer,Upper Middle,3,99,3,130,8,9,3,3,50,10,15,Learn_Good_Python,Python_material,1
Patrick,11,M,USA,Texas,Houston,Engineer,Low,1,29,4,88,5,6,1,7,30,15,25,Basic_Python,Python_material,1
Victoria,15,M,USA,New York,New York City,IT Professional,Upper Middle,2,54,6,100,6,6,2,7,30,15,20,Intermediate_Python,Python_material,1
Antonio,18,M,India,Maharashtra,Pune,Engineer,Upper Middle,1,45,1,91,7,8,1,5,40,15,25,Basic_Python,Python_material,1
James,15,F,UK,England,London,Businessperson,Upper Middle,3,76,4,115,6,7,3,5,40,12,15,Learn_Good_Python,Python_material,1
Jesse,8,M,USA,Texas,Dallas,Teacher,Lower Middle,1,28,2,87,2,3,1,7,30,15,25,Basic_Python,Python_material,1
Troy,11,M,India,Tamil Nadu,Chennai,Businessperson,Low,1,44,1,94,4,4,1,7,30,15,25,Basic_Python,Python_material,1
Mark,8,M,USA,Texas,Dallas,Teacher,Lower Middle,2,64,8,114,9,9,2,3,50,12,20,Intermediate_Python,Python_material,1
Jose,12,F,Canada,Quebec,Quebec City,Farmer,Lower Middle,3,85,7,121,9,8,3,3,40,12,15,Learn_Good_Python,Python_material,1
Aaron,13,F,USA,California,Los Angeles,Doctor,Low,1,47,6,103,7,6,1,5,30,15,25,Basic_Python,Python_material,1
Kaitlyn,14,M,UK,England,London,Clerk,Lower Middle,1,45,1,100,6,6,1,7,30,15,25,Basic_Python,Python_material,1
Sabrina,9,F,USA,Texas,Houston,Teacher,Low,3,84,7,124,6,6,3,5,30,12,15,Learn_Good_Python,Python_material,1
Sharon,13,F,Canada,Ontario,Ottawa,Laborer,Low,2,73,8,116,7,6,2,5,30,12,20,Intermediate_Python,Python_material,1
Chase,14,M,Canada,Ontario,Toronto,Teacher,Lower Middle,3,88,6,121,9,10,3,3,50,10,15,Learn_Good_Python,Python_material,1
Derek,18,F,India,Maharashtra,Mumbai,Doctor,Upper Middle,3,79,3,117,7,7,3,5,40,12,15,Learn_Good_Python,Python_material,1
Catherine,9,F,USA,California,San Francisco,Farmer,Low,3,81,5,129,8,9,3,3,50,10,15,Learn_Good_Python,Python_material,1
Ryan,17,M,UK,Scotland,Edinburgh,Doctor,Upper Middle,1,33,4,87,3,3,1,7,30,15,25,Basic_Python,Python_material,1
Marcus,15,M,USA,Texas,Dallas,IT Professional,Low,1,49,5,107,6,6,1,7,30,15,25,Basic_Python,Python_material,1
Thomas,10,F,USA,Texas,Houston,Farmer,Lower Middle,1,46,6,102,5,5,1,7,30,15,25,Basic_Python,Python_material,1
Scott,16,F,Canada,Quebec,Montreal,Engineer,Upper Middle,2,57,2,102,4,3,2,7,30,15,20,Intermediate_Python,Python_material,1
Matthew,14,M,Canada,Quebec,Quebec City,IT Professional,High,1,47,4,98,5,5,1,7,30,15,25,Basic_Python,Python_material,1
Larry,18,F,India,Delhi,New Delhi,Businessperson,Upper Middle,2,61,6,101,5,5,2,7,30,15,20,Intermediate_Python,Python_material,1
Diana,9,F,USA,Texas,Houston,IT Professional,High,1,49,4,98,6,5,1,7,30,15,25,Basic_Python,Python_material,1
Shelby,14,F,USA,California,Los Angeles,Engineer,High,3,97,5,131,9,9,3,3,50,10,15,Learn_Good_Python,Python_material,1
Robert,14,F,India,Delhi,New Delhi,Engineer,Lower Middle,3,79,3,122,7,8,3,5,40,12,15,Learn_Good_Python,Python_material,1
Susan,12,F,UK,Scotland,Glasgow,Engineer,Lower Middle,3,76,7,124,8,7,3,5,40,12,15,Learn_Good_Python,Python_material,1
Jesus,10,M,India,Maharashtra,Mumbai,Farmer,Upper Middle,3,88,2,122,9,10,3,3,50,10,15,Learn_Good_Python,Python_material,1
Latasha,17,F,Canada,Ontario,Toronto,Laborer,High,1,48,4,103,5,5,1,7,30,15,25,Basic_Python,Python_material,1
Matthew,8,F,Canada,Quebec,Quebec City,Doctor,Low,2,56,2,100,7,7,2,5,40,15,20,Intermediate_Python,Python_material,1
Marcus,14,F,India,Maharashtra,Mumbai,Doctor,High,1,43,5,96,5,6,1,7,30,15,25,Basic_Python,Python_material,1
Kelly,16,F,USA,California,San Francisco,Farmer,Upper Middle,1,30,2,85,2,2,1,7,30,15,25,Basic_Python,Python_material,1
Tasha,10,M,Canada,Quebec,Montreal,Engineer,Upper Middle,2,54,8,99,6,6,2,7,30,15,20,Intermediate_Python,Python_material,1
Latoya,10,M,UK,Scotland,Edinburgh,Laborer,Low,2,72,3,114,7,8,2,5,40,12,20,Intermediate_Python,Python_material,1
Jessica,9,F,USA,New York,New York City,Farmer,High,2,71,6,120,9,8,2,3,40,12,20,Intermediate_Python,Python_material,1
Mark,10,F,India,Tamil Nadu,Coimbatore,Farmer,High,1,38,5,87,4,3,1,7,30,15,25,Basic_Python,Python_material,1
Jeffrey,14,M,USA,Texas,Houston,Clerk,High,1,30,3,85,5,5,1,7,30,15,25,Basic_Python,Python_material,1
Brenda,10,F,USA,California,San Francisco,Laborer,Lower Middle,2,75,8,117,7,7,2,5,40,12,20,Intermediate_Python,Python_material,1
Veronica,8,M,UK,England,London,Doctor,Lower Middle,1,43,3,100,5,4,1,7,30,15,25,Basic_Python,Python_material,1
Brandy,16,M,Canada,Quebec,Quebec City,Teacher,High,1,38,4,93,7,8,1,5,40,15,25,Basic_Python,Python_material,1
Amy,10,M,UK,England,London,Laborer,Upper Middle,3,85,5,117,6,6,3,5,30,12,15,Learn_Good_Python,Python_material,1
Erica,12,M,USA,Texas,Dallas,Businessperson,Upper Middle,3,92,6,136,10,9,3,3,50,10,15,Learn_Good_Python,Python_material,1
Brianna,11,M,India,Delhi,New Delhi,Businessperson,Low,1,46,1,91,6,5,1,7,30,15,25,Basic_Python,Python_material,1
Erica,14,M,Canada,Quebec,Quebec City,Laborer,Low,2,63,3,107,5,4,2,7,30,15,20,Intermediate_Python,Python_material,1
Ryan,16,F,UK,Scotland,Glasgow,Farmer,Lower Middle,1,42,2,86,4,5,1,7,30,15,25,Basic_Python,Python_material,1
Brenda,10,M,USA,New York,Buffalo,Engineer,Lower Middle,1,39,2,86,5,6,1,7,30,15,25,Basic_Python,Python_material,1
Ryan,16,F,USA,New York,Buffalo,Doctor,High,1,43,5,94,4,5,1,7,30,15,25,Basic_Python,Python_material,1
Samuel,10,M,UK,England,Manchester,Teacher,Low,1,41,6,101,5,4,1,7,30,15,25,Basic_Python,Python_material,1
Robert,15,M,USA,New York,Buffalo,Doctor,High,3,99,7,140,9,9,3,3,50,10,15,Learn_Good_Python,Python_material,1
Shawn,11,F,UK,Scotland,Glasgow,IT Professional,Lower Middle,2,64,3,105,7,6,2,5,30,15,20,Intermediate_Python,Python_material,1
Ralph,18,M,India,Delhi,New Delhi,Businessperson,Lower Middle,1,33,4,93,7,8,1,5,40,15,25,Basic_Python,Python_material,1
Jimmy,18,F,Canada,Ontario,Toronto,Clerk,High,1,37,2,86,4,5,1,7,30,15,25,Basic_Python,Python_material,1
Katherine,17,M,UK,Scotland,Glasgow,Teacher,Lower Middle,1,44,1,90,7,8,1,5,40,15,25,Basic_Python,Python_material,1
Patricia,8,F,Canada,Quebec,Montreal,Doctor,High,1,47,3,92,4,4,1,7,30,15,25,Basic_Python,Python_material,1
Virginia,11,M,India,Tamil Nadu,Coimbatore,Businessperson,Lower Middle,3,81,2,120,6,7,3,5,40,12,15,Learn_Good_Python,Python_material,1
Devon,12,F,India,Tamil Nadu,Chennai,Engineer,High,2,72,5,115,8,9,2,5,50,12,20,Intermediate_Python,Python_material,1
Sarah,13,F,Canada,Quebec,Quebec City,Farmer,Lower Middle,1,41,3,85,5,5,1,7,30,15,25,Basic_Python,Python_material,1
Amy,12,M,Canada,Ontario,Toronto,IT Professional,Upper Middle,2,64,6,104,4,3,2,7,30,15,20,Intermediate_Python,Python_material,1
Jessica,17,M,USA,California,San Francisco,Teacher,High,2,65,6,107,6,7,2,7,40,15,20,Intermediate_Python,Python_material,1
Kenneth,12,F,Canada,Ontario,Toronto,IT Professional,Upper Middle,3,79,4,119,8,8,3,5,40,12,15,Learn_Good_Python,Python_material,1
Brett,9,F,UK,England,Manchester,IT Professional,High,3,99,7,129,6,7,3,3,40,10,15,Learn_Good_Python,Python_material,1
Jessica,8,M,India,Maharashtra,Mumbai,Farmer,Upper Middle,1,50,5,102,7,6,1,5,30,15,25,Basic_Python,Python_material,1
Kathryn,18,F,India,Maharashtra,Mumbai,Clerk,Upper Middle,1,50,2,101,5,5,1,7,30,15,25,Basic_Python,Python_material,1
Amy,10,F,Canada,Ontario,Ottawa,IT Professional,Low,2,56,3,105,5,4,2,7,30,15,20,Intermediate_Python,Python_material,1
Mary,9,F,Canada,Ontario,Toronto,Teacher,Upper Middle,3,76,3,126,8,8,3,3,40,10,15,Learn_Good_Python,Python_material,1
Mary,8,F,India,Delhi,New Delhi,IT Professional,High,1,42,2,96,4,3,1,7,30,15,25,Basic_Python,Python_material,1
Aaron,14,M,USA,California,San Francisco,Teacher,Low,1,31,2,88,5,6,1,7,30,15,25,Basic_Python,Python_material,1
Karen,17,F,Canada,Quebec,Montreal,Farmer,Low,2,68,5,111,8,7,2,5,40,12,20,Intermediate_Python,Python_material,1
Kylie,9,M,India,Tamil Nadu,Chennai,Doctor,Low,1,46,5,96,6,6,1,7,30,15,25,Basic_Python,Python_material,1
Chloe,8,F,UK,Scotland,Edinburgh,Teacher,Lower Middle,3,87,2,137,8,9,3,3,50,10,15,Learn_Good_Python,Python_material,1
Sarah,9,M,UK,England,Manchester,Doctor,Lower Middle,1,39,4,98,7,8,1,5,40,15,25,Basic_Python,Python_material,1
William,11,M,Canada,Ontario,Toronto,Teacher,Lower Middle,2,51,5,99,5,4,2,7,30,15,20,Intermediate_Python,Python_material,1
Janice,13,F,Canada,Quebec,Quebec City,Businessperson,High,2,58,3,107,6,7,2,7,40,15,20,Intermediate_Python,Python_material,1
Heather,10,M,UK,Scotland,Edinburgh,Businessperson,Upper Middle,2,52,8,94,7,6,2,5,30,15,20,Intermediate_Python,Python_material,1
Wendy,11,F,Canada,Quebec,Quebec City,Businessperson,Low,1,45,5,100,6,7,1,7,40,15,25,Basic_Python,Python_material,1
Matthew,14,M,UK,England,Manchester,Farmer,Lower Middle,2,66,3,113,7,7,2,5,40,12,20,Intermediate_Python,Python_material,1
Toni,9,M,USA,New York,Buffalo,Clerk,Lower Middle,3,77,6,121,8,9,3,5,50,12,15,Learn_Good_Python,Python_material,1
Denise,14,F,India,Tamil Nadu,Chennai,Doctor,High,3,95,4,132,10,9,3,3,50,10,15,Learn_Good_Python,Python_material,1
Katherine,9,F,UK,Scotland,Edinburgh,Engineer,Low,3,87,7,125,6,5,3,5,30,10,15,Learn_Good_Python,Python_material,1
Alexa,18,M,UK,England,London,Teacher,High,3,78,2,111,8,7,3,5,40,12,15,Learn_Good_Python,Python_material,1
Cameron,15,M,USA,California,San Francisco,Engineer,Upper Middle,2,51,8,106,6,6,2,7,30,15,20,Intermediate_Python,Python_material,1
Robin,18,M,India,Delhi,New Delhi,Laborer,Lower Middle,2,57,5,100,5,6,2,7,30,15,20,Intermediate_Python,Python_material,1
Michelle,18,M,USA,California,San Francisco,Laborer,Upper Middle,1,47,1,100,5,4,1,7,30,15,25,Basic_Python,Python_material,1
Gloria,10,F,India,Delhi,New Delhi,Doctor,High,3,81,3,116,8,7,3,5,40,12,15,Learn_Good_Python,Python_material,1
Richard,14,M,India,Tamil Nadu,Chennai,Farmer,Lower Middle,2,57,5,108,4,3,2,7,30,15,20,Intermediate_Python,Python_material,1
Jack,13,F,USA,California,San Francisco,Doctor,High,2,74,8,121,8,8,2,5,40,12,20,Intermediate_Python,Python_material,1
Jennifer,18,M,USA,Texas,Dallas,Farmer,Upper Middle,1,46,6,99,7,6,1,5,30,15,25,Basic_Python,Python_material,1
Vincent,16,F,Canada,Quebec,Quebec City,Clerk,Low,1,46,5,106,4,5,1,7,30,15,25,Basic_Python,Python_material,1
Lisa,10,M,UK,England,Manchester,Farmer,Upper Middle,2,51,7,97,5,4,2,7,30,15,20,Intermediate_Python,Python_material,1
Micheal,12,M,India,Tamil Nadu,Chennai,Laborer,Low,1,31,3,88,4,3,1,7,30,15,25,Basic_Python,Python_material,1
Madison,17,F,UK,Scotland,Glasgow,Clerk,Lower Middle,1,44,1,88,4,3,1,7,30,15,25,Basic_Python,Python_material,1
Rachel,12,F,India,Delhi,New Delhi,Engineer,High,2,70,6,119,7,6,2,5,30,12,20,Intermediate_Python,Python_material,1
Steven,13,F,USA,Texas,Houston,Teacher,High,3,83,3,114,8,9,3,5,50,12,15,Learn_Good_Python,Python_material,1
Sharon,16,F,India,Maharashtra,Pune,Teacher,Low,2,54,6,104,7,6,2,5,30,15,20,Intermediate_Python,Python_material,1
Eric,18,F,USA,Texas,Dallas,Businessperson,Lower Middle,2,61,2,101,5,4,2,7,30,15,20,Intermediate_Python,Python_material,1
Devin,11,F,Canada,Quebec,Quebec City,Teacher,Lower Middle,3,90,6,122,9,10,3,3,50,10,15,Learn_Good_Python,Python_material,1
Jacob,17,M,USA,California,Los Angeles,Teacher,Low,2,72,5,112,9,9,2,3,50,12,20,Intermediate_Python,Python_material,1
Drew,15,F,USA,California,Los Angeles,Doctor,Lower Middle,2,51,5,99,4,5,2,7,30,15,20,Intermediate_Python,Python_material,1
Aaron,10,M,USA,California,Los Angeles,Doctor,Lower Middle,1,39,2,94,7,8,1,5,40,15,25,Basic_Python,Python_material,1
Amber,17,F,India,Delhi,New Delhi,Farmer,Lower Middle,1,49,5,100,7,6,1,5,30,15,25,Basic_Python,Python_material,1
Maurice,17,F,Canada,Ontario,Ottawa,Teacher,Lower Middle,1,34,3,92,7,8,1,5,40,15,25,Basic_Python,Python_material,1
Sarah,15,F,USA,New York,Buffalo,IT Professional,Lower Middle,2,68,5,115,8,9,2,5,50,12,20,Intermediate_Python,Python_material,1
Carl,9,M,UK,Scotland,Glasgow,Doctor,Low,1,47,2,92,5,4,1,7,30,15,25,Basic_Python,Python_material,1
Timothy,15,F,USA,California,San Francisco,IT Professional,Lower Middle,1,40,6,98,4,4,1,7,30,15,25,Basic_Python,Python_material,1
Mark,15,F,USA,California,Los Angeles,Engineer,Upper Middle,2,55,2,107,5,4,2,7,30,15,20,Intermediate_Python,Python_material,1
Adam,15,M,Canada,Ontario,Ottawa,Teacher,Low,1,41,1,97,7,8,1,5,40,15,25,Basic_Python,Python_material,1
David,12,F,USA,Texas,Dallas,Engineer,Lower Middle,2,52,2,94,4,5,2,7,30,15,20,Intermediate_Python,Python_material,1
Sean,15,M,UK,Scotland,Glasgow,Clerk,Low,1,46,3,90,7,7,1,5,40,15,25,Basic_Python,Python_material,1
David,13,M,USA,New York,Buffalo,Laborer,Lower Middle,1,29,6,86,2,1,1,7,30,15,25,Basic_Python,Python_material,1
Stephanie,9,M,USA,California,San Francisco,Engineer,Low,1,47,2,92,7,6,1,5,30,15,25,Basic_Python,Python_material,1
Monique,17,F,India,Maharashtra,Pune,Clerk,Lower Middle,1,48,4,97,5,6,1,7,30,15,25,Basic_Python,Python_material,1
Larry,12,F,UK,England,London,Clerk,Low,1,47,4,96,7,7,1,5,40,15,25,Basic_Python,Python_material,1
Steven,18,M,USA,California,San Francisco,Teacher,Upper Middle,1,50,2,102,7,6,1,5,30,15,25,Basic_Python,Python_material,1
Dana,18,M,India,Maharashtra,Mumbai,Teacher,High,2,57,3,97,6,5,2,7,30,15,20,Intermediate_Python,Python_material,1
Ryan,13,F,Canada,Quebec,Montreal,Farmer,Lower Middle,2,58,2,104,6,5,2,7,30,15,20,Intermediate_Python,Python_material,1
Victoria,14,M,Canada,Quebec,Quebec City,Clerk,High,1,38,3,88,5,6,1,7,30,15,25,Basic_Python,Python_material,1
Jonathan,8,F,India,Delhi,New Delhi,Engineer,Lower Middle,3,76,8,119,7,6,3,5,30,12,15,Learn_Good_Python,Python_material,1
Lauren,12,M,USA,New York,New York City,IT Professional,Upper Middle,3,82,8,124,7,7,3,5,40,12,15,Learn_Good_Python,Python_material,1
Darren,16,F,USA,Texas,Dallas,Doctor,Low,1,37,1,88,3,4,1,7,30,15,25,Basic_Python,Python_material,1
Zachary,12,F,USA,Texas,Dallas,Clerk,Lower Middle,1,36,3,85,4,5,1,7,30,15,25,Basic_Python,Python_material,1
Mario,13,M,USA,California,Los Angeles,Teacher,Low,2,73,7,113,6,7,2,5,40,12,20,Intermediate_Python,Python_material,1
Timothy,17,F,India,Maharashtra,Mumbai,Engineer,High,1,40,6,96,5,4,1,7,30,15,25,Basic_Python,Python_material,1
Timothy,18,F,USA,New York,Buffalo,IT Professional,Lower Middle,2,70,7,115,7,7,2,5,40,12,20,Intermediate_Python,Python_material,1
Jennifer,17,M,India,Maharashtra,Pune,Teacher,Upper Middle,1,33,5,92,7,8,1,5,40,15,25,Basic_Python,Python_material,1
Timothy,9,F,Canada,Quebec,Quebec City,Engineer,Low,2,53,2,107,4,3,2,7,30,15,20,Intermediate_Python,Python_material,1
Alison,17,M,USA,Texas,Houston,Doctor,High,2,60,7,109,4,5,2,7,30,15,20,Intermediate_Python,Python_material,1
Ashley,9,M,India,Tamil Nadu,Coimbatore,Teacher,Lower Middle,3,79,8,122,7,7,3,5,40,12,15,Learn_Good_Python,Python_material,1
Matthew,18,F,India,Maharashtra,Mumbai,Laborer,Low,1,37,6,89,3,3,1,7,30,15,25,Basic_Python,Python_material,1
Johnathan,11,F,Canada,Quebec,Montreal,Businessperson,Upper Middle,2,64,5,111,6,5,2,5,30,12,20,Intermediate_Python,Python_material,1
Jacqueline,16,F,Canada,Quebec,Montreal,Doctor,High,3,87,8,123,8,7,3,5,40,10,15,Learn_Good_Python,Python_material,1
Kathryn,9,M,Canada,Ontario,Ottawa,Engineer,Low,3,80,8,118,8,7,3,5,40,12,15,Learn_Good_Python,Python_material,1
Jeffrey,17,F,USA,New York,New York City,Teacher,Low,1,40,1,99,6,7,1,7,40,15,25,Basic_Python,Python_material,1
Kelly,13,F,Canada,Quebec,Montreal,Businessperson,Upper Middle,3,82,2,124,9,9,3,3,50,12,15,Learn_Good_Python,Python_material,1
Victoria,10,M,India,Tamil Nadu,Coimbatore,Teacher,High,2,65,2,113,9,8,2,3,40,12,20,Intermediate_Python,Python_material,1
Robert,12,M,Canada,Ontario,Toronto,Farmer,Low,3,91,3,124,6,5,3,5,30,10,15,Learn_Good_Python,Python_material,1
Frances,15,F,UK,England,Manchester,Businessperson,Lower Middle,2,53,4,103,7,7,2,5,40,15,20,Intermediate_Python,Python_material,1
Jake,17,F,Canada,Ontario,Toronto,Teacher,Upper Middle,1,35,6,89,2,2,1,7,30,15,25,Basic_Python,Python_material,1
Beth,13,F,Canada,Quebec,Quebec City,Businessperson,High,3,83,3,117,8,9,3,5,50,12,15,Learn_Good_Python,Python_material,1
Marie,8,M,Canada,Ontario,Ottawa,Farmer,Upper Middle,1,45,5,89,2,1,1,7,30,15,25,Basic_Python,Python_material,1
Mary,13,F,UK,England,Manchester,Laborer,High,1,33,1,87,3,3,1,7,30,15,25,Basic_Python,Python_material,1
Lisa,9,M,Canada,Quebec,Montreal,Farmer,Lower Middle,3,76,7,125,7,6,3,5,30,12,15,Learn_Good_Python,Python_material,1
Kimberly,15,M,UK,Scotland,Edinburgh,IT Professional,Lower Middle,3,80,4,111,8,9,3,5,50,12,15,Learn_Good_Python,Python_material,1
Kevin,14,F,Canada,Ontario,Ottawa,IT Professional,Lower Middle,1,28,1,88,2,1,1,7,30,15,25,Basic_Python,Python_material,1
Michelle,11,F,India,Delhi,New Delhi,Laborer,High,1,36,3,88,3,4,1,7,30,15,25,Basic_Python,Python_material,1
Sarah,14,M,India,Maharashtra,Mumbai,Laborer,High,3,81,5,114,6,5,3,5,30,12,15,Learn_Good_Python,Python_material,1
Susan,10,M,UK,Scotland,Glasgow,IT Professional,Upper Middle,2,64,5,104,4,3,2,7,30,15,20,Intermediate_Python,Python_material,1
Kimberly,17,M,India,Tamil Nadu,Chennai,Teacher,High,2,74,2,116,6,5,2,5,30,12,20,Intermediate_Python,Python_material,1
Gabriel,8,M,India,Delhi,New Delhi,Engineer,High,2,53,3,99,5,6,2,7,30,15,20,Intermediate_Python,Python_material,1
Bradley,12,F,USA,Texas,Houston,Teacher,High,3,100,7,131,9,10,3,3,50,10,15,Learn_Good_Python,Python_material,1
Rickey,12,M,UK,England,Manchester,Farmer,Upper Middle,3,92,6,125,6,6,3,5,30,10,15,Learn_Good_Python,Python_material,1
Ryan,12,M,USA,New York,Buffalo,IT Professional,High,2,56,7,110,9,8,2,3,40,15,20,Intermediate_Python,Python_material,1
Kimberly,14,M,Canada,Quebec,Quebec City,Laborer,Low,2,58,6,98,4,5,2,7,30,15,20,Intermediate_Python,Python_material,1
Daniel,18,M,UK,England,Manchester,Clerk,Upper Middle,2,54,5,102,4,3,2,7,30,15,20,Intermediate_Python,Python_material,1
James,13,M,India,Delhi,New Delhi,IT Professional,Low,2,55,2,105,7,7,2,5,40,15,20,Intermediate_Python,Python_material,1
Christina,11,M,USA,California,San Francisco,Businessperson,Lower Middle,1,39,3,86,3,3,1,7,30,15,25,Basic_Python,Python_material,1
Linda,14,M,UK,Scotland,Edinburgh,Teacher,Lower Middle,3,82,5,112,6,5,3,5,30,12,15,Learn_Good_Python,Python_material,1
